IBGE,NUMERO,UF,MUNICIPIO,CNES,NOME FANTASIA,RAZAO SOCIAL,LOGRADOURO,NUMERO_1,BAIRRO,CEP,LATITUDE,LONGITUDE
350070,1205,SP,AGUDOS,5274737,CONSULTORIO MEDICO JOAO BOSCO RASETTO AGUDOS,JOAO BOSCO RASETTO,RUA PREF DR ANTONIO CONDI,768,VILA ANDREOTTI,17120013,40698196,-7374713
354140,1206,SP,PRESIDENTE PRUDENTE,2027593,CENTRO MUNICIPAL DE ESPECIALIDADES DR JOSE TEIXEIRA LIBORIO,MUNICIPIO DE PRESIDENTE PRUDENTE,M,AV COMENDADOR HIROSHI YOSHIO,S/N,JARDIM ESPLANADA,4062595,-73925674
351370,1207,SP,DESCALVADO,2081717,SANTA CASA DESCALVADO,IRMANDADE DA SANTA CASA DE MISERICORDIA DE DESCALVADO,,M,PRACA DR OCTAVIO GABRIELLI,827,40769142,-7398655
355670,1208,SP,VINHEDO,5303451,FORTUNATO FRANCISCO YSSIS,FORTUNATO FRANCISCO YSSIS,RUA ANESIO AUGUSTO DO AMARAL,222,JD JUNCO,13280001,4064367,-74015495
351880,1209,SP,GUARULHOS,4048326,UBS JD PRESIDENTE DUTRA,PREFEITURA MUNICIPAL DE GUARULHOS,M,RUA NOVA YORQUE,375,JD PRESIDENTE DUTRA,40767372,-73950066
354070,1210,SP,PORTO FERREIRA,5177480,USF DR MOSART BAGGIO,PREFEITURA MUNICIPAL DE PORTO FERREIRA,M,RUA ERNESTO BOTIGELI,20,JARDIM AGUAS CLARAS,40670006,-7395328
352230,1211,SP,ITAPETININGA,5045886,CONS MEDICO JOSE ARY DE A FILHO OFTALMO ITAPETININGA,JOSE ARY DE ALMEIDA FILHO,RUA QUINTIN0 BOCAIUVA,629,CENTRO,18200014,40745045,-7371572
354260,1212,SP,REGISTRO,3746224,CONSULTORIO MEDICO CARLOS ALBERTO DE BARROS MONGENOT REGIS,CARLOS ALBERTO DE BARROS MONGENOT,RUA CEL JEREMIAS MUNIZ JR,14,CENTRO,11900000,40705376,-73868614
355070,1213,SP,SAO SEBASTIAO,5051797,ALINE AYRES BERTOLACCINI ABAD,ALINE AYRES BERTOLACCINI ABAD,RUA VEREADOR MARIO OLEGARIO LEITE,81,CENTRO,11608536,4072828,-737604
354140,1214,SP,PRESIDENTE PRUDENTE,5319579,CONSULTORIO ODONTOLOGICO ASTOLFO RUELA PRES PRUDENTE,ASTOLFO RUELA,RUA SETE DE SETEMBRO,352,JD AVIACAO,19020510,4067312,-7375623
351550,1215,SP,FERNANDOPOLIS,3670996,CONS ODONT SERGIO NOEL DE M MARTINS FERNANDOPOLIS,SERGIO NOEL DE MELLO MARTINS,AV MANOEL MARQUES ROSA,1192,CENTRO,15600016,,
353130,1216,SP,MONTE ALTO,3488128,CLINICA DENTARIA MONTE ALTO,ONASSIS RODROGUES,RUA JOSE CUPERTINO BOTTO,504,CENTRO,15910000,4067112,-73913506
354130,1217,SP,PRESIDENTE EPITACIO,5293162,CONSULTORIO ODONTOLOGICO JOELMIR TROMBETA,JOELMIR TROMBETA,RUA FORTALEZA,1286,CENTRO,19470000,40578197,-7411703
355010,1218,SP,SAO MANUEL,2077302,UNIDADE SAUDE DA FAMILIA DE APARECIDA,PREFEITURA MUNICIPAL DE SAO MANUEL,M,RUA LIDIA MONTEIRO DE ALMEIDA,500,DIST AP SAO MANUEL,40863895,-7391936
354140,1219,SP,PRESIDENTE PRUDENTE,2065029,ESF MONTALVAO JOSE PAULO DA COSTA,MUNICIPIO DE PRESIDENTE PRUDENTE,M,RUA 15 DE NOVEMBRO,S/N,MONTALVAO,40675816,-73895836
352710,1220,SP,LINS,3637824,MARCOS HENRIQUE PEIXOTO PINEDO,MARCOS HENRIQUE PEIXOTO PINEDO,RUA COMANDANTE SALGADO,352,CENTRO,16400075,40813786,-7389132
350750,1221,SP,BOTUCATU,5113652,PSICOLOGIA ELIETE MARIA MALVINA TROMBINE SARTORI BOTUCATU,ELIETE MARIA MALVINA TROMBINI SARTORI,RUA MANOEL DA SILVA,280,VILA CARMELO,18609500,4060877,-73757805
355370,1222,SP,TAQUARITINGA,2078295,SANTA CASA DE TAQUARITINGA,IRMANDADE STA CASA DE MISER E MATERN D ZILDA SALVAGNI,,M,PRACA DR JOSE FURIATTI,153,40724552,-7372452
351040,1223,SP,CAPIVARI,3335682,ROSEMARI APARECIDA MASCHIETTO ROSSI CAPIVARI,ROSEMARI APARECIDA MASCHIETTO ROSSI,RUA SINHARINHA FROTA,561,CENTRO,13360000,4077018,-73947655
351907,1224,SP,HORTOLANDIA,5734576,HORTOCLINICA,ANTONIO CESAR ANTONIAZZI,RUA ZACARIAS COSTA CAMARGO,251,REMANSO CAMPINEIRO,13184420,40819004,-73946526
352320,1225,SP,ITARARE,3486877,UNIDADE PSF JD ALVORADA ITARARE SP,PREFEITURA MUNICIPAL DE ITARARE,M,RUA DARCI ALVES,35,JARDIM ALVORADA,40767532,-73953255
354140,1226,SP,PRESIDENTE PRUDENTE,3789829,CONSULTORIO MEDICO LENILSON TEIXEIRA DE ANDRADE,LENILSON TEIXEIRA DE ANDRADE,RUA 12 DE OUTUBRO,1470,VILA ESTADIO,19015090,40625904,-7403594
354340,1227,SP,RIBEIRAO PRETO,3481816,CAO CENTRO AVANCADO EM OFTALMOLOGIA,CAO CENTRO AVANCADO EM OFTALMOLOGIA,,M,AV LEAO XVIII,S/N,40745235,-73937706
354940,1228,SP,SAO JOAQUIM DA BARRA,5676436,FONOAUDIOCLINICA GPM,CLINICA FONOAUDIOLOGIA FPM LTDA,,M,RUA PIRATININGA,1305,40847794,-7385692
354990,1229,SP,SAO JOSE DOS CAMPOS,5144698,ADRIANA DE PAULA CONSIGLIO,ADRIANA DE PAULA CONSIGLIO,RUA EUCLIDES MIRAGAIA,464,VILA ADYANA,12245820,40769688,-73736305
353550,1230,SP,PARAGUACU PAULISTA,2086581,ESF III VILA NOVA,PREF MUN ESTANCIA TURISTICA PARAGUACU PAULISTA,M,RUA ALDO FLORENCIO PEREIRA,410,JD PAULISTA,4071915,-7375364
354140,1231,SP,PRESIDENTE PRUDENTE,3413225,EDISON IWAO KURAMOTO,EDISON IWAO KURAMOTO,RUA 7 DE SETEMBRO,1409,VILA ESTADIO,19015080,4072709,-73991554
355100,1232,SP,SAO VICENTE,5674581,CLAUDIA BEVILACQUA,CLAUDIA BEVILACQUA,AVENIDA ANTONIO EMERICH,292,VILA VALENCA,11390001,4078268,-7395327
351907,1233,SP,HORTOLANDIA,3444929,UBS PARQUE DO HORTO,PREFEITURA MUNICIPAL DE HORTOLANDIA,M,AVENIDA JOSE AUGUSTO DE ARAUJO,95,JD N SRA AUXILIADORA,4084969,-7378744
353650,1234,SP,PAULINIA,2096536,UNIDADE MOVEL TERRESTRE PROGRAMA SAUDE EM CASA,PREFEITURA MUNICIPAL DE PAULINIA,M,AVN JOSE PAULINO,2177,NOVA PAULINIA,40830463,-73947525
352710,1235,SP,LINS,3687384,EDYR CUNHA SANCHES,EDYR CUNHA SANCHES,AVENIDA JOSE ARIANO RODRIGUES,549,JARDIM ARIANO,16400400,4082615,-7387766
353180,1236,SP,MONTE MOR,2063360,USF HERCULANO GINEFRA JD SAN REMO,USF HERCULANO GINEFRA JD SAN REMO,M,RUA RUBENS B MINGUZZI,256,JAD SANREMO,4071144,-73951195
355030,1237,SP,SAO PAULO,2074079,UBS TEOTONIO VILELA,PREFEITURA DO MUNICIPIO DE SAO PAULO,M,AVENIDA ARQ VILANOVA ARTIGAS,1071,LAR NACIONAL,40761856,-7396343
354220,1238,SP,RANCHARIA,3909808,CONSULTORIO MEDICO DR NASSIB DAHER NETO,NASSIB DAHER NETO,RUA MARIO CESAR DE CAMARGO,1550,CENTRO,19600000,40631447,-74098885
354140,1239,SP,PRESIDENTE PRUDENTE,3850293,CERESTPP CENTRO DE REF EM SAUDE DO TRABALHADOR REGIONAL P,MUNICIPIO DE PRESIDENTE PRUDENTE,M,AVENIDA CEL JOSE SOARES MARCONDES,963,VILA AGUERA,4071523,-7401334
355430,1240,SP,TEODORO SAMPAIO,2028220,CENTRO DE SAUDE WALTER VENTURA FERREIRA,PREFEITURA MUNICIPAL DE TEODORO SAMPAIO,M,RUA JOSE MIGUEL DE CASTRO ANDRADE,1186,CENTRO,4068892,-7399915
354980,1241,SP,SAO JOSE DO RIO PRETO,2096846,UBSF ANCHIETA,PREFEITURA MUNICIPAL DE SAO JOSE DO RIO PRETO,M,AV PHILADELFO GOUVEIA NETO,805,VILA NOVAES,407662,-73812996
350330,1242,SP,ARARAS,2081040,HOSPITAL UNIMED DE ARARAS,UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MEDICO,M,RUA LUIZ GOLINELLI,170,JARDIM BUZOLIN,40728012,-7382762
355370,1243,SP,TAQUARITINGA,5241766,CONSULTORIO MEDICO DE DERMATOLOGIA,MARCIA KIYOE OGATA COELHO DA ROCHA,RUE GENERAL OZORIO,757,CENTRO,15900000,4080849,-73947174
352040,1244,SP,ILHABELA,2076977,UBS COSTA SUL I ILHABELA,PREFEITURA MUNICIPAL DA ESTANCIA BALNEARIA DE ILHABELA,M,AV RIACHUELO,6311,PRAIA GRANDE,40832386,-7386457
354160,1245,SP,PROMISSAO,2790610,HOSPITAL GERAL PREFEITO MIGUEL MARTIN GUALDA DE PROMISSAO,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,4,64E+13,E,AVN GEN EURICO GASPAR DUTRA,40809048,-738827
354890,1246,SP,SAO CARLOS,3971287,AMBULATORIO TECUMSEH II,TECUMSEH DO BRASIL LTDA,,M,RUA RAY WESLEY HERRICK,700,,
355410,1247,SP,TAUBATE,2059797,PAMO QUIRIRIM,PREFEITURA MUNICIPAL DE TAUBATE,M,RUA JOAO BOTOSSI,150,QUIRIRIM,40729332,-7400523
351970,1248,SP,IBIUNA,2049465,POSTO DE SAUDE VERAVA,PREFEITURA MUNICIPAL DE IBIUNA,M,ESTRADA MUNICIPAL DO VERAVA,S/N,VERAVA,40846867,-7382896
352690,1249,SP,LIMEIRA,3492370,CLAUDIA CRISTINA DA COSTA TELLES LIMEIRA,CLAUDIA CRISTINA DA COSTA TELLES,RUA HIA ROSENTHAL SPILBERG,18,JARDIM GRAMINHA,13480970,4085119,-7384434
350400,1250,SP,ASSIS,7085524,ANA CLAUDIA DIAS,ANA CLAUDIA DIAS ME,,M,AVENIDA ARMANDO SALES DE OLIVEIRA,40,40704605,-73966095
350410,1251,SP,ATIBAIA,7073194,UPA PORTE II 24HS JD CEREJEIRAS ATIBAIA,MUNICIPIO DE ATIBAIA,M,PRACA ORIENTAL,50,JD CEREJEIRAS,4083746,-7392229
350410,1252,SP,ATIBAIA,7050909,SAMU 192 AMBULANCIA UTI ATIBAIA,MUNICIPIO DE ATIBAIA,M,R BUENOS AIRES,S/N,JD CEREJEIRAS,40637928,-7396188
350900,1253,SP,CAIEIRAS,7083521,CONSULTORIO ODONTOLOGICO DR PAULA,PAULA DE MORAES GODOY,R DR ARMANDO PINTO,33,CENTRO,7700175,4083609,-7387039
350900,1254,SP,CAIEIRAS,7080476,CTA LABORATORIO,MA LABORATORIO DE ANALISES CLINICAS LTDA,M,RUA DONA AMBROSINA DO CARMO BUONAGUIDE,191,CRESCIUMA,407606,-7396434
353130,1255,SP,MONTE ALTO,5874467,PROJETO VIVA VIDA MONTE ALTO,MUNICIPIO DE MONTE ALTO,M,AVENIDA COMENDADOR BONFIGLIOLI,777,CENTRO,4082354,-73943535
355410,1256,SP,TAUBATE,5312965,INSTITUTO DE CIRURGIA GINECOLOGICA TAUBATE,INSTITUTO DE CIRURGIA GINECOLOGICA S S EPP,,M,AVENIDA TIRADENTES,101,40719448,-740103
354140,1257,SP,PRESIDENTE PRUDENTE,3900827,CONSULTORIO MEDICO JOAO CLAUDIO DA PAIXAO,JOAO CLAUDIO DA PAIXAO,RUA NACOES UNIDAS,815,VILA YOLANDA,19013390,4061146,-7392437
354140,1258,SP,PRESIDENTE PRUDENTE,3427625,CLINICA SAO CAMILO SC LTDA,CLINICA SAO CAMILO SC LTDA,,M,AV WASHINGTON LUIZ,1535,40747665,-7394506
355670,1259,SP,VINHEDO,2699877,BIOMAZON VINHEDO,BIOMAZON LABORATORIO DE ANALISES CLINICAS LTDA EPP,,M,RUA ANESIO AUGUSTO DO AMARAL,490,40765224,-739317
350570,1260,SP,BARUERI,3462439,GISELE TEIXEIRA MOREIRA CHERBERLE LTDA,GISELE TEIXEIRA MOREIRA CHERBERLE LTDA,M,CALCADAS DAS HORTENCIAS,43,ALPHAVILLE,40614647,-739878
352690,1261,SP,LIMEIRA,3536297,DANIEL AUGUSTO SCARCELI CRESPO LIMEIRA,DANIEL AUGUSTO SCARCELI CRESPO,RUA BENEDITO KUHL,699,VILA CLAUDIA,13480410,4069518,-73983246
354170,1262,SP,QUATA,5716373,ESTRATEGIA DE SAUDE DA FAMILIA III QUATA,PREFEITURA MUNICIPAL DE QUATA,M,RUA AZARIAS GAGLIARDI,165,PALAZZI,4054996,-7415085
354850,1263,SP,SANTOS,3588912,MARCIA MIYASHIRO LOUREIRO,MARCIA MIYASHIRO LOUREIRO,RUA PERNANBUCO,95,GONZAGA,11065050,4074701,-73860245
350380,1264,SP,ARTUR NOGUEIRA,2092689,USF BOM JARDIM ARTUR NOGUEIRA,PREFEITURA MUNICIPAL DE ARTUR NOGUEIRA,M,RUA ANTONIO PELOIA,400,BOM JARDIM,40656105,-7389912
355400,1265,SP,TATUI,2086220,LITOCENTER TATUI SP,LITOCENTER TATUI LTDA ME,M,RUA DORIVAL CARNEIRO,168,JD SAO PAULO,40634567,-741172
354140,1266,SP,PRESIDENTE PRUDENTE,3687120,CONSULTORIO MEDICO FERNANDO CESAR GOMES,FERNANDO CESAR GOMES,AV CEL JOSE SOARES MARCONDES,1968,VILA EUCLIDES,19010082,4072032,-7399404
355030,1267,SP,SAO PAULO,2077639,HOSP MUN PROF DR WALDOMIRO DE PAULA,PREFEITURA DO MUNICIPIO DE SAO PAULO,4,64E+13,M,RUA AUGUSTO CARLOS BAUMANN,40633488,-7397459
353190,1268,SP,MORRO AGUDO,3789683,CLINICA MEDICA PIMENTA OLIVEIRA S S,CLINICA MEDICA PIMENTA OLIVEIRA S S,,M,R SEBASTIAO ANTONIO MUNIZ,183,4069215,-7386216
354400,1269,SP,RIO DAS PEDRAS,3632210,CLAYDE DE FATIMA TREVIZAN CASELLADE RIO DAS PEDRAS,CLAYDE DE FATIMA TREVIZAN CASELLA,RUA JOSE EMILIO BETIOL,241,SAO CRISTOVAO,13390000,4073555,-73934784
354070,1270,SP,PORTO FERREIRA,5299675,CLINICA MEDICA TOFOLI TEIXEIRA PORTO FERREIRA,CLINICA MEDICA TOFOLI TEIXEIRA LTDA,,M,RUA JOAO MIRANDA SALGUEIRO,251,4065621,-73914665
355710,1271,SP,VOTUPORANGA,2039990,PAS II SAO COSME VOTUPORANGA,PREFEITURA MUNICIPAL DE VOTUPORANGA,M,RUA GUARANI,182,SAO COSME,40607338,-7396189
351550,1272,SP,FERNANDOPOLIS,3948587,CLINICA EXAMES CNH,JARBAS ALVES TEIXEIRA,RUA SAO PAULO,1726,CENTRO,15600058,4070618,-7375825
353010,1273,SP,MIRANDOPOLIS,5397960,CLINICA E DIAGNOSTICO MIRANDOPOLIS MARCELA ORSI,MARCELA ORSI,PRACA MANOEL ALVES DE ATHAIDE,140,CENTRO,16800000,40639294,-7401279
351640,1274,SP,FRANCO DA ROCHA,3003205,PENITENCIARIA DE FRANCO DA ROCHA III,PENITENCIARIA DE FRANCO DA ROCHA III,9,63E+13,M,RUA MARCOS VINICIUS DE GOES,4076505,-7372359
352260,1275,SP,ITAPIRA,5455871,LABORATORIO DE PROTESES BORELLA,LABORATORIO DE PROTESES BORELLA,RUA XV DE NOVEMBRO,497,CENTRO,13975000,40681396,-7397377
350590,1276,SP,BATATAIS,3204227,RENATO GARCIA JUNQUEIRA,RENATO GARCIA JUNQUEIRA,PRACA CONEGO JOAQUIM ALVES,139,CENTRO,14300033,40722866,-7394023
354140,1277,SP,PRESIDENTE PRUDENTE,5192153,CONS PSICOLOGIA RITA DE CASSIA STADELLA BERNARDES GRESENBERG,RITA DE CASSIA STADELLA BERNARDES,AV WASHINGTON LUIZ,2579,JARDIM PAULISTA,19023450,40719482,-73991295
355100,1278,SP,SAO VICENTE,3682374,UNIERO RADIOLOGIA,UNIERO UNIDADE ESP EM RADIOLOGIA ODONTOLOGICA LTDA,,M,RUA BERTA CRAVEIROS LOPES,40,,
353930,1279,SP,PIRASSUNUNGA,3984435,CLINICA RAMALHO PIRASSUNUNGA,FERNANDO PAULO GARRITANO PEREIRA RAMALHO PIRASSUNUNGA,RUA XV DE NOVEMBRO,1080,CENTRO,13630010,40753944,-73972145
355030,1280,SP,SAO PAULO,3710734,MARIA FERNANDA HUSSID,MARIA FERNANDA HUSSID,RUA CAYOWAA,1071,PERDIZES,5018001,,
354140,1281,SP,PRESIDENTE PRUDENTE,3403432,CONSULTORIO MEDICO DR CARLOS BONINI JUNIOR,CARLOS BONINI JUNIOR,AV WASHINGTON LUIZ,874,CENTRO,19010120,40695995,-7396964
354240,1282,SP,REGENTE FEIJO,3201260,INSTITUTO DE FISIOTERAPIA SANTA MARIA,INSTITUTO DE FISIOTERAPIA SANTA MARIA SC LTDA,,M,RUA MARTIM FRANCISCO,311,,
352530,1283,SP,JAU,3730190,CEO DR SILVIO LUIZ MINARELLI DE JAU,MUNICIPIO DE JAHU,M,AVENIDA GUSTAVO CHIOSI,S/N,CHACARA DR LOPES,4071356,-7400904
351040,1284,SP,CAPIVARI,3334465,JOSE MAURILIO DA SILVA CAPIVARI,JOSE MAURILIO DA SILVA,RUA REGENTE FEIJO,656,CENTRO,13360000,40750763,-7397446
354140,1285,SP,PRESIDENTE PRUDENTE,3738515,CONSULTORIO PSICOLOGIA MONICA COSTA T CREPALDI,MONICA COSTA TENORIO CREPALDI,RUA DR GURGEL,311,CENTRO,19010020,40714066,-7394938
350390,1286,SP,ARUJA,2059304,USF JARDIM EMILIA,PREFEITURA MUNICIPAL DE ARUJA,M,RUA OSCAR SCHIAVON,390,JARDIM EMILIA,4056878,-7410661
355240,1287,SP,SUMARE,2027887,USF YPIRANGA,PREFEITURA MUNICIPAL DE SUMARE,M,RUA RODIGAR ARAUJO SANTOS,21,RESIDENCIAL YPIRANGA,40715084,-7375383
351370,1288,SP,DESCALVADO,5882087,CONSULTORIO DE FISIOTERAPIA MATHEUS CROTI DESCALVADO,MATHEUS AURELIO CROTI,RUA XV DE NOVEMBRO,1210,CENTRO,13690000,40788563,-7381498
350400,1289,SP,ASSIS,3623882,CLINICA STA RITA,CENTRO DE REABILITACAO SANTA RITA,,M,RUA DUQUE DE CAXIAS,485,40710384,-7376011
354140,1290,SP,PRESIDENTE PRUDENTE,5099072,CONSULTORIO MEDICO OSVALDO FONCATTI JUNIOR,OSVALDO FONCATTI JUNIOR,RUA 12 DE OUTUBRO,1687,VILA ESTADIO,19015090,4069789,-739439
351620,1291,SP,FRANCA,2087669,NGA 16 FRANCA SP,PREFEITURA MUNICIPAL DE FRANCA,M,RUA ALUIZIO PACHECO FERREIRA,4010,SANTA EUGENIA,40669025,-73915115
354140,1292,SP,PRESIDENTE PRUDENTE,3991407,CONSULTORIO MEDICO EDUARDO PERSEU DE PAIVA,EDUARDO PERSEU DE PAIVA,RUA MARIANA DE MATOS,149,JARDIM BONGIOVANI,19050450,4072372,-7395092
355030,1293,SP,SAO PAULO,3219887,UBS CDHU PALANQUE,PREFEITURA DO MUNICIPIO DE SAO PAULO,M,RUA PONTE DA AMIZADE,2,JARDIM PALANQUE,40737553,-7385089
353670,1294,SP,PEDERNEIRAS,2791528,UNIDADE BASICA DE SAUDE SILVIA ADRIANA REGINATO PEREIRA,PREFEITURA MUNICIPAL DE PEDERNEIRAS,M,RUA PEDRO DIAS BARBOSA,S/N,DISTRITO VANGLORIA,4075124,-7377502
350600,1295,SP,BAURU,5661625,GISELE DAVILA MARIUZZO DOS SANTOS,GISELE DAVILA MARIUZZO DOS SANTOS,ENGENHEIRO SAINT MARTIN,1960,VL SANTA TEREZA,17050000,40646038,-7392686
355410,1296,SP,TAUBATE,3558517,LABORATORIO EMILIO RIBAS TAUBATE,LABORATORIO EMILIO RIBAS ANALISES CLINICAS LTDA EPP,M,RUA XV DE NOVEMBRO,478,CENTRO,40749866,-7386273
351040,1297,SP,CAPIVARI,3471675,CONSUTORIO DE FISIOTERAPIA RENATO L SILVEIRA CAPIVARI,RENATO LEMBO SILVEIRA,RUA SINHARINHA FROTA,700,CENTRO,13360000,4071184,-7400825
354630,1298,SP,SANTA CRUZ DAS PALMEIRAS,3507580,CONSULTORIO ODONTOLOGICO SILVIA H C C DANTAS S C PALMEIRAS,SILVIA HELENA COSTA CATANI DANTAS,RUA DRALCEBIADES,151,CENTRO,13650000,4083302,-73898056
354140,1299,SP,PRESIDENTE PRUDENTE,3200221,CARDIOVIDA,CARDIOVIDA CLINICA MEDICA S S LTDA,,M,AV ONZE DE MAIO,1701,40729218,-7399199
355620,1300,SP,VALINHOS,3544168,MARIA JOSE POMPERMAYER OLIVO,MARIA JOSE POMPERMAYER OLIVO,RUA SILVIO CONCON,86,CENTRO,13270140,40684845,-7381338
351220,1301,SP,CONCHAL,2087650,PSF MINISTRO JOSE SERRA CONCHAL SP,PREFEITURA MUNICIPAL DE CONCHAL,M,RUA DOS FABIANOS,740,ESPERANCA III,40733376,-7386665
354140,1302,SP,PRESIDENTE PRUDENTE,5064066,CONSULTORIO MEDICO ANGELA MARQUES BARBOSA,ANGELA MARQUES BARBOSA,RUA DR GURGEL,847,CENTRO,19015140,4066011,-7398985
355030,1303,SP,SAO PAULO,5665493,CONS ODONTO ALLEGRA,ALLEGRA SERVICOS ODONTOLOGICOS LTDA,,M,RUA PADRE ESTEVAO CARDIM PERNET,175,40843536,-7388273
352260,1304,SP,ITAPIRA,3332519,CLINICA MITUSAKI,CLINICA MITUSAKI SERVICOS MEDICOS S S,,M,RUA QUINZE DE NOVEMBRO,284,40675785,-7390269
354140,1305,SP,PRESIDENTE PRUDENTE,8010846,ESTRATEGIA DE SAUDE DA FAMILIA DO JARDIM BELO HORIZONTE,MUNICIPIO DE PRESIDENTE PRUDENTE,M,RUA DARIO VINCOLETO,156,JARDIM ELDORADO,,
354220,1306,SP,RANCHARIA,5040515,CONSULTORIO MEDICO ALCEU MELLOTTI,ALCEU MELLOTTI,RUA MARIO CESAR DE CAMARGO,1550,CENTRO,19600000,40608932,-7397192
353180,1307,SP,MONTE MOR,3642712,CONSULTORIO NEIRI ANGELA TONIN PASSOS,CONSULTORIO NEIRI ANGELA TONIN PASSOS,RUA DR CARLOS DE CAMPOS,102,CENTRO,13190000,40687317,-7387821
354140,1308,SP,PRESIDENTE PRUDENTE,3724166,CONSULTORIO MEDICO ANTONIO LUIZ DA COSTA SOBRINHO,ANTONIO LUIZ DA COSTA SOBRINHO,AV CEL JOSE SOARES MARCONDES,3295,VILA FORMOSA,19050230,405785,-7415615
354850,1309,SP,SANTOS,3696405,CASSIO FREDERICK GONCALVES RICHTER,CASSIO FREDERICK GONCALVES RICHTER,RUA GOITACAZES,6,GONZAGA,11055210,4065317,-73866875
353440,1310,SP,OSASCO,5126541,FUNDACAO BRADESCO UNIDADE I E II,FUNDACAO BRADESCO,M,VL CIDADE DE DEUS,S/N,VILA YARA,4079018,-7395203
354140,1311,SP,PRESIDENTE PRUDENTE,3900045,CONSULTORIO MEDICO LUIZ FELICI NETO,LUIZ FELICI NETO,AVENIDA DA SAUDADE,94,VILA EUCLIDES,19014010,4077246,-7396705
355030,1312,SP,SAO PAULO,3936937,CLINICA OFTALMOLOGISTA ASSOCIADOS,CLINICA ESPECIALIZADA DE OFTALMOLOGISTAS ASSOCIADOS SC LTDA,,M,RUA REGENTE FEIJO,944,40663124,-7396244
354140,1313,SP,PRESIDENTE PRUDENTE,3901122,CONSULTORIO MEDICO DR RODRIGO FERRARI F NAUFAL,RODRIGO FERRARI FERNANDES NAUFAL,AV WASHINGTON LUIZ,510,CENTRO,19010090,40843365,-7391545
354140,1314,SP,PRESIDENTE PRUDENTE,3991393,CONSULTORIO MEDICO REGINA CELIA ELIAS SYKORA,REGINA CELIA ELIAS SYKORA,RUA QUINZE DE NOVEMBRO,1608,VILA DUBUS,19015060,,
355620,1315,SP,VALINHOS,3468143,MARCIA CAMARGO FRANZESE,MARCIA CAMARGO FRANZESE,RUA ANA LEONISIA DO AMARAL CAMARGO,179,CENTRO,13271180,40745476,-7390446
354100,1316,SP,PRAIA GRANDE,2716070,CER CENTRO ESPECIALIZADO EM REABILITACAO JOANNA IMPARATO,PREFEITURA MUNICIPAL DA ESTANCIA BALNEARIA DE PRAIA GRANDE,M,AVENIDA ROBERTO DE ALMEIDA VINHAS,8813,VILA MIRIM,40746353,-7391617
351960,1317,SP,IBITINGA,2747332,UBS ADELIA DO PRADO MIRA IBITINGA,PREFEITURA MUNICIPAL DE IBITINGA,M,RUA ADEMAR DE BARROS,S/N,DISTRITO CAMBARATIBA,,
353070,1318,SP,MOGI GUACU,2070731,USF FANTINATO,PREFEITURA MUNICIPAL DE MOGI GUACU,M,RUA ARISTIDES PAPA,400,JARDIM FANTINATO,40723698,-7400792
352410,1319,SP,ITUVERAVA,3733335,ALCIDES ANTONIO MACIEL JUNIOR,ALCIDES ANTONIO MACIEL JUNIOR,RUA MARIA LIPORACI,316,CENTRO,14500000,40742012,-7378278
354140,1320,SP,PRESIDENTE PRUDENTE,3966658,CONSULTORIO MEDICO JOAO BENEDITO SILVA SILVEIRA,JOAO BENEDITO SILVA SILVEIRA,RUA TENENTE NICOLAU MAFFEI,913,CENTRO,19010010,40669067,-7386555
350190,1321,SP,AMPARO,5769582,NUCLEO DE APOIO A SAUDE DA FAMILIA NASF OESTE,MUNICIPIO DE AMPARO,M,RUA AFONSO GEREMIAS,291,SAO DIMAS,4075592,-7398636
351960,1322,SP,IBITINGA,5238315,GLOBAL FISIO IBITINGA,GLOBAL FISIO CLINICA DE FISIOTERAPIA LTDA,M,AVENIDA DOM PEDRO II,828,CENTRO,4064456,-7398836
354100,1323,SP,PRAIA GRANDE,2716100,SISTEMA ATENDIMENTO MOVEL MODULADO,PREFEITURA MUNICIPAL DA ESTANCIA BALNEARIA DE PRAIA GRANDE,M,UNIDADE MOVEL,S/N,NC,40620323,-7402723
354140,1324,SP,PRESIDENTE PRUDENTE,2050854,UBS JARDIM BELO HORIZONTE DR DARCI CARNEIRO,MUNICIPIO DE PRESIDENTE PRUDENTE,M,RUA CORONEL ALBINO,3000,JD BELO HORIZONTE,4058945,-73960526
351040,1325,SP,CAPIVARI,5593751,UBS SAO JOAO CAPIVARI,PREFEITURA MUNICIPAL DE CAPIVARI,M,AVENIDA A,154,SAO JOAO,,
354140,1326,SP,PRESIDENTE PRUDENTE,3974502,CONSULTORIO MEDICO DR SIDNEY DORIGON,SIDNEY DORIGON,AV WASHINGTON LUIZ,864,CENTRO,19010020,40607243,-7398726
353930,1327,SP,PIRASSUNUNGA,5254302,NELSON AUGUSTO FELIX DOS SANTOS PIRASSUNUNGA,NELSON AUGUSTO FELIX DOS SANTOS PIRASSUNUNGA,RUA XV DE NOVEMBRO,1875,CENTRO,13630140,40645176,-7399232
354220,1328,SP,RANCHARIA,3900665,CONSULTORIO MEDICO DR MOISES MARTINS DA COSTA,MOISES MARTINS DA COSTA,RUA MARIO CESAR DE CAMARGO,1550,VILA CANTIZANI,19600000,40643677,-73970726
